gene,h_statistic,p_value,fdr
gene_14786,146.98596386749978,9.005728436295026e-31,1.501276460925983e-30
gene_7168,146.9793910527178,9.034975001535697e-31,1.5060277759958235e-30
gene_15929,146.97420050872302,9.05813807001652e-31,1.5097643415249264e-30
gene_954,146.95752825781938,9.13294123571849e-31,1.522106690245311e-30
gene_18256,146.9490721606761,9.171116841857725e-31,1.5283431157013767e-30
gene_11751,146.94395222735966,9.194308618553916e-31,1.5320817023137924e-30
gene_1223,146.9396578582417,9.213806044782716e-31,1.5352041202336134e-30
gene_20507,146.93074321333398,9.25441266673754e-31,1.5418429474672473e-30
gene_19642,146.8987814949196,9.401476120785402e-31,1.566215592670964e-30
gene_3999,146.88817592935948,9.450789326571736e-31,1.5743011036543956e-30
gene_17176,146.88647589543643,9.458718070299298e-31,1.5754920766023238e-30
gene_13012,146.8465270032616,9.646961117209279e-31,1.6067144448652404e-30
gene_20183,146.82074585101645,9.77042836932644e-31,1.6271440623962274e-30
gene_10130,146.80168314551705,9.862735490924954e-31,1.642381407905736e-30
gene_3659,146.79044288505247,9.9175721871284e-31,1.6513770355395538e-30
gene_19693,146.77623415539804,9.987327281757148e-31,1.662855042934634e-30
gene_16479,146.74959861415755,1.0119413839730313e-30,1.6847082764135243e-30
gene_5880,146.71168348658193,1.0310454497223235e-30,1.716371946886894e-30
gene_19501,146.67280270853925,1.0510106145455476e-30,1.749463750142041e-30
gene_20167,146.6605820073696,1.05736539722545e-30,1.759896756712143e-30
gene_9873,146.62780125474376,1.0746018109318866e-30,1.788438125008533e-30
gene_15705,146.6210258191207,1.0781992783247607e-30,1.794277640276931e-30
gene_3946,146.61042066629665,1.0838543511176834e-30,1.803540062043341e-30
gene_11509,146.59400382090718,1.0926669807930074e-30,1.8180547205311776e-30
gene_7077,146.5834487576053,1.09837078283203e-30,1.8273947342147835e-30
gene_17980,146.58317343446606,1.0985199611394106e-30,1.8274925655450453e-30
gene_14690,146.57943770751808,1.1005460929777311e-30,1.830712614848857e-30
gene_20162,146.5076806171519,1.1401980540257566e-30,1.8965159867117566e-30
gene_6668,146.48388408891472,1.1536605713065297e-30,1.9187506507969515e-30
gene_9829,146.47983618232607,1.1559663765962362e-30,1.9224275105808448e-30
gene_10225,146.46925685942543,1.1620144477163666e-30,1.9323268213217638e-30
gene_627,146.4673226442553,1.1631236312516678e-30,1.9340122479680923e-30
gene_14885,146.46390325099009,1.1650870866469991e-30,1.9371177420727653e-30
gene_20147,146.45698680798333,1.169068725123008e-30,1.94357795697709e-30
gene_13019,146.4385512629079,1.1797482334191582e-30,1.961171409731075e-30
gene_17364,146.42095951132518,1.1900298739385675e-30,1.9781006231740053e-30
gene_2669,146.4084755073386,1.1973805517100194e-30,1.990155526559946e-30
gene_18750,146.40524590542623,1.1992895459492915e-30,1.993164618117911e-30
gene_7204,146.3711365294805,1.21963807946468e-30,2.0268163712077003e-30
gene_14972,146.37074669624053,1.2198726252410539e-30,2.027039555838553e-30
gene_2508,146.36581262677518,1.2228451415928915e-30,2.03181196451519e-30
gene_18288,146.35238858485783,1.2309691235189951e-30,2.045142276450382e-30
gene_3927,146.32627202131835,1.2469293219416491e-30,2.0714884833209075e-30
gene_10729,146.2918476679256,1.2682830428725342e-30,2.1067897321880812e-30
gene_14479,146.28467121551557,1.2727805058374362e-30,2.1140869565088548e-30
gene_18926,146.2740601784335,1.2794596487419568e-30,2.1250064523376684e-30
gene_3602,146.26356829419956,1.2860982452789526e-30,2.1358568181492857e-30
gene_20063,146.26330508763084,1.2862652277088777e-30,2.1359587065370135e-30
gene_1722,146.24876173355779,1.2955255303453528e-30,2.1511596115218735e-30
gene_11340,146.216063003762,1.3165901856487354e-30,2.1859569869449935e-30
gene_18330,146.20219720569912,1.325625661190805e-30,2.2007780373513356e-30
gene_12796,146.18542557094722,1.3366375760203647e-30,2.2188776311228797e-30
gene_11045,146.14431501137574,1.3640183380694222e-30,2.264145034813806e-30
gene_20273,146.12935107271215,1.3741233424997975e-30,2.280731191717016e-30
gene_10638,146.0810402003426,1.4072609154505723e-30,2.3355402963990498e-30
gene_1811,146.03295856025377,1.4410345182190095e-30,2.3913958960120304e-30
gene_11288,146.02422040704573,1.4472588478409083e-30,2.4015280783022324e-30
gene_18590,146.0063458068057,1.4600750752123058e-30,2.4225960528323653e-30
gene_2489,145.9937082848387,1.4692046913838258e-30,2.43754414706862e-30
gene_9762,145.99063204116928,1.4714356596675037e-30,2.4410452435914838e-30
gene_8980,145.96431920323198,1.490657303362896e-30,2.472730215857352e-30
gene_1912,145.96343636194408,1.4913065574635362e-30,2.473604289924548e-30
gene_11183,145.96124929810685,1.4929161734864081e-30,2.4760710255961824e-30
gene_8993,145.95921701213774,1.4944134343601081e-30,2.4783510256865205e-30
gene_17461,145.9457750038271,1.504354539604271e-30,2.494632864141214e-30
gene_2975,145.89118606441878,1.54541016040591e-30,2.562504211034679e-30
gene_2088,145.88620079428276,1.5492148846424361e-30,2.5686023435843474e-30
gene_9221,145.86475145852546,1.5656919932237648e-30,2.5957086000637655e-30
gene_834,145.85558043248346,1.5727904249390543e-30,2.6072630908913443e-30
gene_11157,145.84174728661128,1.5835582826616614e-30,2.624898109164805e-30
gene_5908,145.81978364136967,1.600806624095468e-30,2.653271372609382e-30
gene_19,145.813819893639,1.605522374490394e-30,2.660869431568745e-30
gene_5056,145.8121374640929,1.6068552422853364e-30,2.6628601749099974e-30
gene_4713,145.8020782844001,1.6148475193285168e-30,2.675885576361709e-30
gene_19310,145.79277857809709,1.622271727907759e-30,2.687967601607899e-30
gene_3060,145.78928701405857,1.625067941609788e-30,2.6923800776150365e-30
gene_5473,145.77157441829965,1.6393274487334197e-30,2.7157824300211768e-30
gene_2114,145.75754835082554,1.6507078195947014e-30,2.7344116343101875e-30
gene_3906,145.75010437448134,1.656779710344631e-30,2.7442449641938714e-30
gene_11694,145.73671374291047,1.6677584280553904e-30,2.7622035526012e-30
gene_16367,145.71028276144932,1.689642612855851e-30,2.798219760406074e-30
gene_6491,145.70225475634174,1.6963462719227376e-30,2.8090916357832835e-30
gene_4882,145.70025035490872,1.698024160125638e-30,2.8116399068048246e-30
gene_2641,145.66987818449024,1.7236527771383573e-30,2.8538428565065688e-30
gene_4575,145.61912609099548,1.767344341908084e-30,2.9259431748586352e-30
gene_10624,145.60616035746634,1.7786827791788066e-30,2.944473555282411e-30
gene_3347,145.60325497178985,1.7812334752588408e-30,2.948454658088492e-30
gene_20297,145.59428999872807,1.789127079228764e-30,2.9612784373483536e-30
gene_12022,145.59274252716946,1.790493153692047e-30,2.963296943919371e-30
gene_7725,145.59206279216835,1.7910935386682074e-30,2.9640479945502764e-30
gene_2980,145.56265162851514,1.8172650251232305e-30,3.0071126082665178e-30
gene_3105,145.547436233191,1.830954138842954e-30,3.0295167041603286e-30
gene_19492,145.54572567511923,1.8324995404798082e-30,3.0318256593063492e-30
gene_2386,145.51428244715862,1.8611403419324486e-30,3.0789592452111625e-30
gene_4800,145.50403615870437,1.8705697602824218e-30,3.0943055565012148e-30
gene_2185,145.4816162934006,1.8913691698167968e-30,3.1284561131178284e-30
gene_9090,145.46740032389388,1.904677273352996e-30,3.1502109557067674e-30
gene_8609,145.43581378704005,1.9345826840130537e-30,3.1994108492212284e-30
gene_6349,145.435537290439,1.934846526711038e-30,3.199585510028124e-30
gene_19868,145.43483082754463,1.9355208216442896e-30,3.200438836738014e-30
gene_12770,145.39449246202184,1.974414685654231e-30,3.264484003157335e-30
gene_6389,145.38729286082568,1.9814382033222136e-30,3.2758287882739335e-30
gene_10923,145.37405954325322,1.9944130870142944e-30,3.2970100582501675e-30
gene_9165,145.35828335346105,2.0099922284715218e-30,3.322492671619606e-30
gene_3160,145.35487612963698,2.013372839266153e-30,3.327808744711532e-30
gene_8636,145.33673010379198,2.0314731215368646e-30,3.3574514091211226e-30
gene_2428,145.32489212820158,2.043368851682216e-30,3.3768356938432565e-30
gene_1941,145.2997380640493,2.068877360954071e-30,3.418711213193778e-30
gene_1822,145.25871460922295,2.111163691111485e-30,3.488302091678815e-30
gene_10561,145.2514904588361,2.118699218702567e-30,3.500467105268781e-30
gene_1345,145.18456738208732,2.1897979468550796e-30,3.617639238836321e-30
gene_5276,145.17794505766247,2.196961887489892e-30,3.6291778716553476e-30
gene_993,145.09189739321118,2.292205504409871e-30,3.78620221407221e-30
gene_15279,145.08791772574716,2.2967090125323973e-30,3.793331123288214e-30
gene_19775,145.08323938878587,2.3020144691088438e-30,3.8017832881288734e-30
gene_14715,145.05305286144997,2.3365432744043868e-30,3.858492572619935e-30
gene_1792,145.04220084216732,2.3490824716406205e-30,3.878882627718846e-30
gene_16488,145.02557713363694,2.368421283763345e-30,3.910496185104809e-30
gene_19628,145.01524017485985,2.3805267289821945e-30,3.9301625560702934e-30
gene_15954,145.0106835996254,2.3858824863318932e-30,3.9386831378983766e-30
gene_1174,144.98748629950205,2.4133357411698567e-30,3.9836785324241364e-30
gene_11034,144.984851106036,2.4164743168696598e-30,3.988533765522928e-30
gene_11418,144.98125529919693,2.42076358971716e-30,3.995287344733162e-30
gene_19598,144.97506753038073,2.4281625227220113e-30,4.0071716617939926e-30
gene_10653,144.9646974990598,2.440613066728337e-30,4.0273899806033705e-30
gene_10437,144.94546294873635,2.4638758343190728e-30,4.0654453892913884e-30
gene_899,144.8939317248587,2.5272974248524733e-30,4.169752058415622e-30
gene_12907,144.887599107994,2.5352030124534424e-30,4.18245411722453e-30
gene_11446,144.8870430077836,2.5358984232600356e-30,4.183260076418762e-30
gene_8231,144.88006510625965,2.54464061096647e-30,4.197338917885063e-30
gene_11145,144.86760908745828,2.5603209662093107e-30,4.2228589117225506e-30
gene_11332,144.8508698935326,2.581545482486903e-30,4.257518244952913e-30
gene_5071,144.85053111705363,2.5819768464834942e-30,4.257882385642043e-30
gene_8946,144.84571660659367,2.5881149564683463e-30,4.267656571372945e-30
gene_14314,144.8351444405251,2.6016448511934694e-30,4.289616808217804e-30
gene_13189,144.78296558705233,2.6694644905185414e-30,4.401079613760736e-30
gene_867,144.76728047755887,2.6901947177900807e-30,4.43489543359149e-30
gene_11787,144.73671621280474,2.731053514835071e-30,4.501885801213008e-30
gene_457,144.7364039017382,2.7314742036330007e-30,4.5022122490758806e-30
gene_7585,144.72578998386598,2.7458099298994045e-30,4.5254725399377174e-30
gene_2431,144.71681984296427,2.7579841185836294e-30,4.545166818409093e-30
gene_6740,144.7061872153038,2.772484533929508e-30,4.56869120369885e-30
gene_17667,144.69004007646276,2.7946513570334316e-30,4.604843961096237e-30
gene_16555,144.6604268552573,2.8357659436131486e-30,4.672209170194857e-30
gene_14704,144.65202521596814,2.8475404066711913e-30,4.691226540923754e-30
gene_18572,144.6493977629162,2.8512326700790147e-30,4.696926747182709e-30
gene_6184,144.64769637445022,2.8536261218340642e-30,4.7004866250901445e-30
gene_2057,144.6411707477162,2.8628247800545913e-30,4.715254531032328e-30
gene_16538,144.60145326186165,2.9194541995413985e-30,4.808135149774118e-30
gene_19646,144.5241896871784,3.0328455305478404e-30,4.994475891620481e-30
gene_433,144.4921475208189,3.081152376833615e-30,5.073614186641085e-30
gene_7525,144.46334836188387,3.1252261346108957e-30,5.1457696985560556e-30
gene_3329,144.44132334382812,3.159357747005463e-30,5.201544781159214e-30
gene_12379,144.4189331411216,3.194437310278568e-30,5.258871354810953e-30
gene_16513,144.41005588367997,3.208453207934558e-30,5.281515167506081e-30
gene_11182,144.3854792897846,3.2475776364277046e-30,5.345483710720767e-30
gene_12213,144.38390555858587,3.250099108316566e-30,5.349198605670623e-30
gene_12999,144.37623477974967,3.262417473980811e-30,5.369035870543336e-30
gene_4756,144.3401784462676,3.3209480087677044e-30,5.4649161527743934e-30
gene_10742,144.33785040645867,3.324763016530997e-30,5.470748877636366e-30
gene_3731,144.33000601992867,3.337650063429283e-30,5.49150707344211e-30
gene_9697,144.3174784023793,3.358334540307163e-30,5.525090126072016e-30
gene_10260,144.30122992628822,3.385353597362824e-30,5.5690884390069695e-30
gene_15606,144.29531978512873,3.395235188855541e-30,5.5848898359918566e-30
gene_20241,144.23716252360978,3.494023900396055e-30,5.7469218553691735e-30
gene_5277,144.2125162380699,3.536751478023706e-30,5.8167264446618425e-30
gene_15885,144.2109727732959,3.539444593276277e-30,5.820682264202961e-30
gene_6340,144.15436940691885,3.6396382456301785e-30,5.984965842472785e-30
gene_6891,144.13826898718924,3.6686521648091365e-30,6.032185349211705e-30
gene_16291,144.1257216849111,3.691423386989567e-30,6.069133450550129e-30
gene_11497,144.1243849390171,3.6938576678113554e-30,6.072641943155562e-30
gene_1414,144.12104952626498,3.699938621255628e-30,6.082144448452162e-30
gene_647,144.09921656295853,3.73999129614634e-30,6.1474852868944195e-30
gene_3747,144.0910627961987,3.7550603471101826e-30,6.171752847184833e-30
gene_17657,144.08310408229545,3.7698274603562316e-30,6.195520243486944e-30
gene_9023,144.0794013029913,3.7767176135392615e-30,6.2063394444028776e-30
gene_13736,144.07182333704029,3.7908580130928636e-30,6.229070362648366e-30
gene_16586,144.07127149043026,3.791889818000731e-30,6.230259527894107e-30
gene_12997,144.02209642470052,3.884970352601948e-30,6.382676754953201e-30
gene_7252,144.01859982453973,3.891675196265022e-30,6.393172812062313e-30
gene_12471,143.98545856663281,3.9558019283311726e-30,6.497991128577145e-30
gene_10164,143.98086711565185,3.964769094308823e-30,6.512192011698376e-30
gene_508,143.96602329384723,3.9938985728760596e-30,6.559504795494379e-30
gene_13132,143.96150938988072,4.002799002189024e-30,6.573588777979716e-30
gene_12040,143.95578858457267,4.014107675134842e-30,6.591625085179603e-30
gene_18757,143.90392157479357,4.1181052036337936e-30,6.761851832941855e-30
gene_12039,143.90087189254328,4.124303241881474e-30,6.77147903979257e-30
gene_8959,143.89876092355388,4.128598942587057e-30,6.777981587890954e-30
gene_2957,143.88926286686473,4.1479823539018635e-30,6.809250785699755e-30
gene_12890,143.85622783394655,4.216110784099544e-30,6.920527328945278e-30
gene_16946,143.83443847402032,4.261658345278995e-30,6.994723490250532e-30
gene_16755,143.83014149586904,4.270698475789534e-30,7.008992279761397e-30
gene_14412,143.82562011241416,4.2802314195804615e-30,7.024067483796179e-30
gene_7512,143.82454604172293,4.282499129727736e-30,7.027218607662464e-30
gene_17372,143.79361704666414,4.3483180959109996e-30,7.134642990702396e-30
gene_19489,143.7932606338004,4.3490824312479766e-30,7.135318121076294e-30
gene_3378,143.75865448880145,4.423939405352928e-30,7.257543299987146e-30
gene_292,143.74167712409098,4.461132988362974e-30,7.317966265732758e-30
gene_18592,143.73049854411852,4.48579327488293e-30,7.357821691386091e-30
gene_15230,143.72906770143015,4.4889595804815844e-30,7.362418012565344e-30
gene_417,143.69099945116423,4.574026185506949e-30,7.50132875078151e-30
gene_13062,143.67961233535036,4.599783402310715e-30,7.542958411979966e-30
gene_18848,143.6736791024117,4.613261560085703e-30,7.564447129945913e-30
gene_12189,143.62102505800885,4.734615921030802e-30,7.76280455194712e-30
gene_19958,143.61264117568894,4.754231077277094e-30,7.794333274981361e-30
gene_12074,143.59996419145145,4.784044906241407e-30,7.842575764013578e-30
gene_15640,143.5872761090852,4.814072008067397e-30,7.891160025545624e-30
gene_1292,143.57085312795684,4.8532179338188286e-30,7.954682648921985e-30
gene_10785,143.4985872156576,5.029287772386645e-30,8.242602370354218e-30
gene_18448,143.48665357597935,5.05897136799307e-30,8.290579466098376e-30
gene_8881,143.47634532995608,5.084752941746665e-30,8.332154719210642e-30
gene_1031,143.47310885694515,5.0928746300356314e-30,8.344787123729885e-30
gene_7188,143.44546107628753,5.162785448758264e-30,8.458652127640647e-30
gene_15151,143.4325829690947,5.195676080271563e-30,8.511850119028703e-30
gene_2813,143.42065991950847,5.226314236518719e-30,8.561349657861715e-30
gene_1235,143.41174134933772,5.249349942654735e-30,8.598388431787881e-30
gene_19718,143.40561244598575,5.2652390631642146e-30,8.623716110176866e-30
gene_2148,143.402688502338,5.2728362909723004e-30,8.635459839616983e-30
gene_13064,143.3984330369181,5.283912773880504e-30,8.652899271188669e-30
gene_12246,143.39372361442625,5.2961979747638364e-30,8.672315106300067e-30
gene_16052,143.38410811947526,5.321370116997176e-30,8.712827946218614e-30
gene_3412,143.38376492437192,5.322270765598578e-30,8.713597048916593e-30
gene_11688,143.37726660070985,5.339353141211976e-30,8.740856530800466e-30
gene_5938,143.3675953039624,5.3648779776749524e-30,8.781931319239474e-30
gene_19918,143.36528380415766,5.3709966134110055e-30,8.791235431421722e-30
gene_1935,143.32782050768174,5.471142040021042e-30,8.954428425031606e-30
gene_4436,143.31746617965018,5.499148656302023e-30,8.999537469980836e-30
gene_11902,143.30957840047583,5.5205798439822596e-30,9.033879179830482e-30
gene_334,143.30819858642099,5.52433738706568e-30,9.039296512692597e-30
gene_19212,143.30037592288045,5.545688647533037e-30,9.073498676411162e-30
gene_15003,143.29776176915607,5.5528421231104686e-30,9.084467683771585e-30
gene_6565,143.27810317200408,5.606933078193809e-30,9.172218572458297e-30
gene_18250,143.2591387873108,5.659613066106337e-30,9.257647290870105e-30
gene_1817,143.24723570720946,5.692930374825168e-30,9.311392470220796e-30
gene_19808,143.24599277642028,5.696420686976836e-30,9.316347679663426e-30
gene_4183,143.22537800935703,5.754622652454116e-30,9.410774335242594e-30
gene_11532,143.2176015541757,5.776732145455516e-30,9.446166966946143e-30
gene_18709,143.19937617558105,5.828882654536679e-30,9.53067325603511e-30
gene_5449,143.19431101084047,5.8434596373735316e-30,9.553735230217512e-30
gene_8313,143.1793087715033,5.886848612598489e-30,9.623895690464389e-30
gene_12929,143.1644513413321,5.930136228660952e-30,9.693879117199119e-30
gene_8300,143.14664714899936,5.98242871864157e-30,9.778570133348248e-30
gene_7800,143.1461099042458,5.9840137994546614e-30,9.780370436370249e-30
gene_7181,143.12116391819336,6.058078416948647e-30,9.900622619342003e-30
gene_8167,143.11613899354825,6.073107954440428e-30,9.924383056953282e-30
gene_13814,143.08340914484006,6.171919239033217e-30,1.0085040721817429e-29
gene_14852,143.03791423452458,6.311943786691355e-30,1.0313010286900929e-29
gene_14849,143.01712497923472,6.37698208743343e-30,1.0418433771510977e-29
gene_3159,143.00988987072924,6.39977363364084e-30,1.045482490271865e-29
gene_6333,143.00896062580935,6.402706773329825e-30,1.0458771602189386e-29
gene_8471,143.00708537961611,6.408630037342284e-30,1.0466756157426567e-29
gene_14814,143.00712602610656,6.408501590852828e-30,1.0466756157426567e-29
gene_13802,142.98428879244167,6.481076327117645e-30,1.0584222614330956e-29
gene_6477,142.97645845067933,6.50614918167189e-30,1.0624310958781175e-29
gene_15392,142.96989722997614,6.527232953944783e-30,1.0657879325074083e-29
gene_6444,142.94572771313491,6.60549007907568e-30,1.0784789252239752e-29
gene_9875,142.9183515117524,6.695263554155953e-30,1.0930479923186462e-29
gene_19165,142.89375433571604,6.776963813450627e-30,1.10629680529414e-29
gene_18293,142.87935069215973,6.82526791368242e-30,1.1140922060265758e-29
gene_14397,142.8770025606932,6.833175182326968e-30,1.1152928837019422e-29
gene_7119,142.85309902842846,6.914192711606058e-30,1.1284252689377408e-29
gene_72,142.8362994772845,6.971706335045698e-30,1.1377199080054804e-29
gene_4755,142.8278589523784,7.000782934580688e-30,1.1423727543589097e-29
gene_3249,142.81338334549744,7.050932225236168e-30,1.1504631689381147e-29
gene_1095,142.81308228220746,7.051979032639959e-30,1.1505411329595982e-29
gene_2457,142.79009638953994,7.132362293428932e-30,1.1635619034725811e-29
gene_8235,142.7831169890155,7.156950572292109e-30,1.167479005504346e-29
gene_1274,142.73572477081981,7.326168874993843e-30,1.1949863742941881e-29
gene_3048,142.72956983818722,7.348437132975011e-30,1.1985219169695735e-29
gene_14931,142.72685546705006,7.358279091114489e-30,1.2000303371354632e-29
gene_19325,142.71041224876706,7.418182443123443e-30,1.2097021546967672e-29
gene_6954,142.70234583603875,7.447746746195946e-30,1.2144253443660046e-29
gene_7045,142.68153159684118,7.524578561632758e-30,1.2268545645442348e-29
gene_3203,142.66863764247364,7.572571134139243e-30,1.2345800282466308e-29
gene_11648,142.66495321335407,7.586341078267111e-30,1.2367252736507518e-29
gene_7270,142.66478785766367,7.586959654433653e-30,1.2367264100951464e-29
gene_3853,142.66145488577192,7.599438667488815e-30,1.2386607229992853e-29
gene_11718,142.64779929859924,7.650781330231125e-30,1.2469287440848197e-29
gene_13172,142.63907691669098,7.683757348463543e-30,1.2522022674345688e-29
gene_1528,142.6272335556016,7.72876019219605e-30,1.2594347638520133e-29
gene_5893,142.6123052632891,7.785860890121559e-30,1.268637333272748e-29
gene_13266,142.5908260775221,7.868759568048599e-30,1.2820416342398738e-29
gene_13036,142.58229504746896,7.901929315954508e-30,1.2873421906051895e-29
gene_13075,142.5743725056135,7.932858364694695e-30,1.292276879017896e-29
gene_15232,142.56200027862917,7.981400945617426e-30,1.3000798173137585e-29
gene_12806,142.55890276267746,7.99360049946061e-30,1.3019621079306723e-29
gene_2389,142.5449997161826,8.048587634954313e-30,1.3108125851031826e-29
gene_10571,142.51168636863147,8.181886960266925e-30,1.332414723552851e-29
gene_9068,142.5081614209853,8.196120111388954e-30,1.3346250988274766e-29
gene_6755,142.4907646540779,8.266728756189067e-30,1.346014350421927e-29
gene_11189,142.48693086639878,8.282370632511276e-30,1.348452629307653e-29
gene_16401,142.46612273845093,8.367785514698482e-30,1.3622493429894372e-29
gene_6207,142.45700956286433,8.405470798921026e-30,1.3682742314038164e-29
gene_7706,142.45536093569808,8.412306391972075e-30,1.3692767250428024e-29
gene_11841,142.44866899046747,8.440109872319797e-30,1.3736917396022105e-29
gene_20521,142.44532685791864,8.454030039386215e-30,1.3758466110778966e-29
gene_20042,142.43341754215544,8.503819889318821e-30,1.3838382583447278e-29
gene_5245,142.43095237588128,8.514162695895922e-30,1.3854098645989494e-29
gene_5965,142.41502672805956,8.581283801230444e-30,1.3962193413637013e-29
gene_13351,142.41087363797942,8.598874444068682e-30,1.3989688642168545e-29
gene_11305,142.40611726090086,8.619064634207787e-30,1.4021408364305363e-29
gene_10989,142.40484134868348,8.624488770384749e-30,1.4029103646203042e-29
gene_8357,142.3983714954437,8.652045873990318e-30,1.4072797588317104e-29
gene_9417,142.35644854317016,8.832754516623518e-30,1.4365569780474878e-29
gene_14209,142.35615305167838,8.834041531993703e-30,1.4366507464890192e-29
gene_685,142.3551072410637,8.838598074089307e-30,1.437276169329794e-29
gene_6633,142.34589261791768,8.878847403528947e-30,1.4437051571788264e-29
gene_19850,142.30053769948427,9.079643698167251e-30,1.4762360313631903e-29
gene_7180,142.29908839609527,9.086134403060215e-30,1.4771725660418123e-29
gene_3826,142.2958896597179,9.100476366229162e-30,1.4793852608852792e-29
gene_13806,142.28598390378357,9.145033881786078e-30,1.4865090845948255e-29
gene_17094,142.28049478264614,9.169818591885317e-30,1.4904179868701307e-29
gene_14921,142.2568167023287,9.277502825785783e-30,1.5077992657146307e-29
gene_10162,142.2128225921259,9.480949375725516e-30,1.5407399929803558e-29
gene_13556,142.184582738299,9.613886305046079e-30,1.5622178959686336e-29
gene_6427,142.18334083218207,9.619775072216455e-30,1.5630491903197184e-29
gene_7267,142.17582343746903,9.655497491581359e-30,1.5687274206754513e-29
gene_11708,142.12848780419304,9.883501831186391e-30,1.60564224735615e-29
gene_14377,142.1246116358615,9.902409142684355e-30,1.6085846342723358e-29
gene_6026,142.12337264728558,9.908460348837627e-30,1.6094383220647898e-29
gene_14414,142.11354926079858,9.956568700318757e-30,1.6171226962983582e-29
gene_12239,142.09992004023067,1.0023702488755248e-29,1.6278956551692224e-29
gene_17840,142.09088360373298,1.0068462803898415e-29,1.6350336199616916e-29
gene_4908,142.06535868355934,1.0195978153243519e-29,1.6556080802757342e-29
gene_14559,142.0589615617916,1.0228188626504787e-29,1.6607050121772386e-29
gene_1962,142.04469314740302,1.0300399244234875e-29,1.672295247833588e-29
gene_2651,142.0421914371691,1.0313112495801688e-29,1.6742248537058923e-29
gene_10392,142.04113314485477,1.0318495272146744e-29,1.6749642201017846e-29
gene_16546,142.02362817479684,1.0407939127070858e-29,1.6893477049967878e-29
gene_15220,142.0234352877551,1.040892901334842e-29,1.689372771321281e-29
gene_4777,142.0211917750897,1.0420449520622767e-29,1.6911068198757058e-29
gene_16089,142.01087847407598,1.0473572858540715e-29,1.6995916601601142e-29
gene_8155,142.00225536001872,1.0518197906031988e-29,1.7066961952966847e-29
gene_17589,141.99864750600727,1.0536925091183227e-29,1.7095977073643266e-29
gene_19012,141.98770433470642,1.0593931649339593e-29,1.718709017019383e-29
gene_10079,141.98462126365752,1.0610047977461513e-29,1.7211855607882008e-29
gene_13691,141.98204424020696,1.0623537817700973e-29,1.7232356667072947e-29
gene_5695,141.9742290006484,1.0664552882451939e-29,1.7297499305050187e-29
gene_8733,141.96844176975577,1.0695026769946299e-29,1.7345535476025354e-29
gene_9707,141.9659345854517,1.0708255893082941e-29,1.7365598076351765e-29
gene_16075,141.95198301496976,1.0782170544888709e-29,1.748406339921368e-29
gene_14788,141.91822856566841,1.0963116656105795e-29,1.7776054999848872e-29
gene_6779,141.91113080113607,1.1001549984364642e-29,1.7836942129076123e-29
gene_14272,141.9088649429371,1.1013847609514255e-29,1.7855448770302873e-29
gene_19695,141.90735172506174,1.1022068038824722e-29,1.7867343098691254e-29
gene_4016,141.84342447593136,1.1375008922943864e-29,1.8438000435338507e-29
gene_15838,141.8334460648689,1.1431109959929411e-29,1.8527450665255902e-29
gene_13018,141.82687370561212,1.1468212375284112e-29,1.8586096212280197e-29
gene_4551,141.81596941198717,1.153003529387334e-29,1.8684792729396763e-29
gene_1277,141.78337278387426,1.1716838890806772e-29,1.898599240411922e-29
gene_18699,141.77824015235967,1.1746527285054201e-29,1.9032574377490467e-29
gene_11563,141.77493087176177,1.176570883898394e-29,1.9062126306633624e-29
gene_1789,141.73628605378153,1.1992037119276752e-29,1.9427253852659446e-29
gene_11993,141.71111893599982,1.2141766762655877e-29,1.966824206582268e-29
gene_3465,141.68340263580578,1.2308826143322687e-29,1.993726157034028e-29
gene_14661,141.66990125756948,1.2391035854381466e-29,2.0068813457064286e-29
gene_12130,141.65824110823746,1.2462475984688503e-29,2.0182903002273442e-29
gene_14380,141.65633570953813,1.247418918241949e-29,2.020025462142264e-29
gene_14490,141.62558191220296,1.266477402643742e-29,2.050723859613958e-29
gene_14437,141.6185931132343,1.2708488796872873e-29,2.0576375367248488e-29
gene_8680,141.59890441742817,1.2832453960600746e-29,2.0775424462554658e-29
gene_800,141.594088798259,1.2862957918052556e-29,2.0823142427423002e-29
gene_6126,141.588949729055,1.289559069874348e-29,2.087429871271949e-29
gene_7629,141.56690470873025,1.303651695766614e-29,2.110072916040719e-29
gene_20494,141.5482338811271,1.3157076779789416e-29,2.1294161162487738e-29
gene_15026,141.5470271520711,1.3164907017720784e-29,2.1305128835960942e-29
gene_12960,141.54591393397035,1.3172134612129692e-29,2.1315119557608394e-29
gene_3169,141.53898901122585,1.32171840162229e-29,2.138630695303219e-29
gene_11803,141.52936478472822,1.328004939851124e-29,2.1486308120282904e-29
gene_11579,141.51454544107264,1.3377434310527804e-29,2.1642139306599148e-29
gene_19832,141.51029932496309,1.3405468915309347e-29,2.1685758954917625e-29
gene_5091,141.50636547585964,1.343149422069917e-29,2.1726121481222135e-29
gene_18835,141.4841198809847,1.3579618582054133e-29,2.1963963153712736e-29
gene_17655,141.44690233106485,1.3831096018087945e-29,2.2368918866012662e-29
gene_4190,141.43244213152272,1.393005423674637e-29,2.2527161446037132e-29
gene_7705,141.42591168862182,1.3974976982217564e-29,2.259800156396812e-29
gene_1303,141.41934432454082,1.402029978042783e-29,2.2669477199746615e-29
gene_16269,141.412788927525,1.4065686548266845e-29,2.2741044830295345e-29
